1,adv_deflector_shields,Equipment Certification Level: 7
25,blacksun_medium_chassis_token,"TransGalMeg ""Ixiyen"" (ix-Ehn) Fast Attack Craft

The ""Ixiyen"" is designed to be a dominant force in the average fighter-on-fighter confrontation. It is also armed and protected well enough to be able to harry much larger ships. Although not operated in large numbers by any governmental organizations, it isn't for lack of quality and performance. The ""Ixiyen"" is a deadly opponent and capable of holding its own against most of the front-line combat craft currently in existence."
26,blaster_deflection_layer,A layer in advanced starfighter armor that helps reflect incoming blaster fire off the ship.
27,booster_mk1,"Equipment Certification Level: 1

A Mark I starship booster.  Boosters can be used for an extra, temporary burst of speed."
28,booster_mk2,"Equipment Certification Level: 3

A Mark II starship booster.  Boosters can be used for an extra, temporary burst of speed."
29,booster_mk3,"Equipment Certification Level: 5

A Mark III starship booster.  Boosters can be used for an extra, temporary burst of speed."
30,booster_mk4,"Equipment Certification Level: 7

A Mark IV starship booster.  Boosters can be used for an extra, temporary burst of speed."
31,booster_mk5,"Equipment Certification Level: 9

A Mark V starship booster.  Boosters can be used for an extra, temporary burst of speed."
32,booster_overdriver_mk1,"This is a component used in the manufacture of starfighter boosters.  An overdriver gives a booster a higher speed and acceleration, but increases the overall mass of the ship."
33,booster_overdriver_mk2,"This is a component used in the manufacture of starfighter boosters.  An overdriver gives a booster a higher speed and acceleration, but increases the overall mass of the ship."
34,booster_overdriver_mk3,"This is a component used in the manufacture of starfighter boosters.  An overdriver gives a booster a higher speed and acceleration, but increases the overall mass of the ship."
35,booster_overdriver_mk4,"This is a component used in the manufacture of starfighter boosters.  An overdriver gives a booster a higher speed and acceleration, but increases the overall mass of the ship."
36,booster_overdriver_mk5,"This is a component used in the manufacture of starfighter boosters.  An overdriver gives a booster a higher speed and acceleration, but increases the overall mass of the ship."
37,bwing_chassis_token,"B-Wing
Personally designed by Commander Ackbar with the help of skilled Verpine shipbuilders as part of the Shantipole Project, the B-wing has proved one the most versatile starfighters in the galaxy. Initially, only one B-wing was produced to test the ship's unique design. This single starfighter was then sent on a test mission to destroy an entire TIE fighter staging area on Yunkor IX. The B-wing succeeded, and the Rebellion commissioned a full squadron of the starfighters."
38,capacitor_mk1,Equipment Certification Level: 1

A Mark I weapon capacitor.  Capacitors are used to the store the energy that powers starfighter weapon systems.
39,capacitor_mk2,Equipment Certification Level: 3

A Mark II weapon capacitor.  Capacitors are used to the store the energy that powers starfighter weapon systems.
40,capacitor_mk3,Equipment Certification Level: 5

A Mark III weapon capacitor.  Capacitors are used to the store the energy that powers starfighter weapon systems.
41,capacitor_mk4,Equipment Certification Level: 7

A Mark IV weapon capacitor.  Capacitors are used to the store the energy that powers starfighter weapon systems.
42,capacitor_mk5,Equipment Certification Level: 9

A Mark V weapon capacitor.  Capacitors are used to the store the energy that powers starfighter weapon systems.
43,ddi_mk1,Equipment Certification Level: 1

A Mark I Droid Interface.  Droid interfaces are the link between the systems of a starfighter and the astromech droid or flight computer installed in them.
44,ddi_mk2,Equipment Certification Level: 3

A Mark II Droid Interface.  Droid interfaces are the link between the systems of a starfighter and the astromech droid or flight computer installed in them.
45,ddi_mk3,Equipment Certification Level: 5

A Mark III Droid Interface.  Droid interfaces are the link between the systems of a starfighter and the astromech droid or flight computer installed in them.
46,ddi_mk4,Equipment Certification Level: 7

A Mark IV Droid Interface.  Droid interfaces are the link between the systems of a starfighter and the astromech droid or flight computer installed in them.
47,ddi_mk5,Equipment Certification Level: 9

A Mark V Droid Interface.  Droid interfaces are the link between the systems of a starfighter and the astromech droid or flight computer installed in them.
48,decimator_chassis_token,"VT49 Decimator

The VT49 Decimator is most correctly classified as an Assault ship. It is heavily armed and armored, and built to carry light to medium loads into dangerous places. Its form follows its function, and its shape offers a relatively small target with no large fins or wings as seen in some of the less combat-oriented craft of the Empire, such as the Lambda-class shuttle. Armor and deflector shielding is particularly heavy, and the weapons load-out is fearsome and includes turrets capable of engaging any target fast enough to out-maneuver the VT49.
"
49,deflector_shields,Equipment Certification Level: 3

A Mark II deflector shield generator.  Shield generators provide a first line of defense against incoming energy weapons.
50,droid_brain_upgrade_mk1,"This is a component used in the manufacture of starfighter droid interfaces.   This upgrade increases the command speed of the interface, but also increases the energy maintenance."
51,droid_brain_upgrade_mk2,"This is a component used in the manufacture of starfighter droid interfaces.   This upgrade increases the command speed of the interface, but also increases the energy maintenance."
52,droid_brain_upgrade_mk3,"This is a component used in the manufacture of starfighter droid interfaces.   This upgrade increases the command speed of the interface, but also increases the energy maintenance."
53,droid_brain_upgrade_mk4,"This is a component used in the manufacture of starfighter droid interfaces.   This upgrade increases the command speed of the interface, but also increases the energy maintenance."
54,droid_brain_upgrade_mk5,"This is a component used in the manufacture of starfighter droid interfaces.   This upgrade increases the command speed of the interface, but also increases the energy maintenance."
55,durasteel_panel,An armored panel made of a strong durasteel alloy.  This is the basic component in most starfighter armor.
56,durasteel_plating,Equipment Certification Level: 3

Mark II durasteel plating fit for most small starfighters.
57,energy_absorption_layer,A layer of material designed to soften the impact of energy weapons on a starfighter's hull.  
58,energy_saver_battery_mk1,"This is a component used in the manufacture of starfighter weapon capacitors.  This battery reduces the energy maintenance of the capacitor, but decreases the amount of energy the capacitor can store."
59,energy_saver_battery_mk2,"This is a component used in the manufacture of starfighter weapon capacitors.  This battery reduces the energy maintenance of the capacitor, but decreases the amount of energy the capacitor can store."
60,energy_saver_battery_mk3,"This is a component used in the manufacture of starfighter weapon capacitors.  This battery reduces the energy maintenance of the capacitor, but decreases the amount of energy the capacitor can store."
61,energy_saver_battery_mk4,"This is a component used in the manufacture of starfighter weapon capacitors.  This battery reduces the energy maintenance of the capacitor, but decreases the amount of energy the capacitor can store."
62,energy_saver_battery_mk5,"This is a component used in the manufacture of starfighter weapon capacitors.  This battery reduces the energy maintenance of the capacitor, but decreases the amount of energy the capacitor can store."
63,eng_mk1,"Equipment Certification Level: 1

A mark I starfighter engine.  Engines of this size are good for rookie pilots not comfortable with high performance models, or for pilots who want to concentrate their resources on higher firepower."
64,eng_mk2,Equipment Certification Level: 3

A mark II starfighter engine.  Bigger and faster than the Mark I models.
65,eng_mk3,"Equipment Certification Level: 5

A mark III starfighter engine.  This is a midsize engine that can be tweaked for some serious speed.  It is still outclassed in size and speed by higher model engines, but for pilots working with smaller reactors and chassis, the mark III is a good choice."
66,eng_mk4,Equipment Certification Level: 7

A mark IV starfighter engine.  A solid-performing midsize engine.
67,eng_mk5,Equipment Certification Level: 9

A mark V starfigher engine.  A solid-performing midsize engine.
68,engine_limiter_mk1,"This is a component used in the manufacture of starfighter engines.  A limiter decreases energy maintenance, but negatively impacts acceleration and speed."
69,engine_limiter_mk2,"This is a component used in the manufacture of starfighter engines.  A limiter decreases energy maintenance, but negatively impacts acceleration and speed."
70,engine_limiter_mk3,"This is a component used in the manufacture of starfighter engines.  A limiter decreases energy maintenance, but negatively impacts acceleration and speed."
71,engine_limiter_mk4,"This is a component used in the manufacture of starfighter engines.  A limiter decreases energy maintenance, but negatively impacts acceleration and speed."
72,engine_limiter_mk5,"This is a component used in the manufacture of starfighter engines.  A limiter decreases energy maintenance, but negatively impacts acceleration and speed."
73,engine_mass_reduction_kit_mk1,"This is a component used in the manufacture of starfighter engines.   This kit decreases the overall mass of an engine, but also decreases the deceleration ability of the ship."
74,engine_mass_reduction_kit_mk2,"This is a component used in the manufacture of starfighter engines.   This kit decreases the overall mass of an engine, but also decreases the deceleration ability of the ship."
75,engine_mass_reduction_kit_mk3,"This is a component used in the manufacture of starfighter engines.   This kit decreases the overall mass of an engine, but also decreases the deceleration ability of the ship."
76,engine_mass_reduction_kit_mk4,"This is a component used in the manufacture of starfighter engines.   This kit decreases the overall mass of an engine, but also decreases the deceleration ability of the ship."
77,engine_mass_reduction_kit_mk5,"This is a component used in the manufacture of starfighter engines.   This kit decreases the overall mass of an engine, but also decreases the deceleration ability of the ship."
78,engine_overdriver_mk1,"This is a component used in the manufacture of starfighter engines.  An overdriver increases acceleration and speed, but also increases energy maintenance.  "
79,engine_overdriver_mk2,"This is a component used in the manufacture of starfighter engines.  An overdriver increases acceleration and speed, but also increases energy maintenance.  "
80,engine_overdriver_mk3,"This is a component used in the manufacture of starfighter engines.  An overdriver increases acceleration and speed, but also increases energy maintenance.  "
81,engine_overdriver_mk4,"This is a component used in the manufacture of starfighter engines.  An overdriver increases acceleration and speed, but also increases energy maintenance.  "
82,engine_overdriver_mk5,"This is a component used in the manufacture of starfighter engines.  An overdriver increases acceleration and speed, but also increases energy maintenance.  "
83,exp_deflector_shields,Equipment Certification Level: 9

A Mark V deflector shield generator.  Shield generators provide a first line of defense against incoming energy weapons.
84,exp_durasteel_plating,Equipment Certification Level: 9

A Mark V durasteel alloy that provides excellent protection for small starfighters.
85,extended_life_battery_mk1,"This is a component used in the manufacture of starfighter weapon capacitors.  This battery increases the amount of energy a capacitor can store, but has a slow recharge rate."
86,extended_life_battery_mk2,"This is a component used in the manufacture of starfighter weapon capacitors.  This battery increases the amount of energy a capacitor can store, but has a slow recharge rate."
87,extended_life_battery_mk3,"This is a component used in the manufacture of starfighter weapon capacitors.  This battery increases the amount of energy a capacitor can store, but has a slow recharge rate."
88,extended_life_battery_mk4,"This is a component used in the manufacture of starfighter weapon capacitors.  This battery increases the amount of energy a capacitor can store, but has a slow recharge rate."
89,extended_life_battery_mk5,"This is a component used in the manufacture of starfighter weapon capacitors.  This battery increases the amount of energy a capacitor can store, but has a slow recharge rate."
90,extended_life_fuel_cell_mk1,"This is a component used in the manufacture of starfighter boosters.  The extended life fuel cell increases the amount of energy a booster can store, but the energy recharges slower."
91,extended_life_fuel_cell_mk2,"This is a component used in the manufacture of starfighter boosters.  The extended life fuel cell increases the amount of energy a booster can store, but the energy recharges slower."
92,extended_life_fuel_cell_mk3,"This is a component used in the manufacture of starfighter boosters.  The extended life fuel cell increases the amount of energy a booster can store, but the energy recharges slower."
93,extended_life_fuel_cell_mk4,"This is a component used in the manufacture of starfighter boosters.  The extended life fuel cell increases the amount of energy a booster can store, but the energy recharges slower."
94,extended_life_fuel_cell_mk5,"This is a component used in the manufacture of starfighter boosters.  The extended life fuel cell increases the amount of energy a booster can store, but the energy recharges slower."
95,fast_charge_fuel_cell_mk1,"This is a component used in the manufacture of starfighter boosters.  A fast charge fuel cell recharges faster than other fuel cells, but can store less energy overall."
96,fast_charge_fuel_cell_mk2,"This is a component used in the manufacture of starfighter boosters.  A fast charge fuel cell recharges faster than other fuel cells, but can store less energy overall."
97,fast_charge_fuel_cell_mk3,"This is a component used in the manufacture of starfighter boosters.  A fast charge fuel cell recharges faster than other fuel cells, but can store less energy overall."
98,fast_charge_fuel_cell_mk4,"This is a component used in the manufacture of starfighter boosters.  A fast charge fuel cell recharges faster than other fuel cells, but can store less energy overall."
99,fast_charge_fuel_cell_mk5,"This is a component used in the manufacture of starfighter boosters.  A fast charge fuel cell recharges faster than other fuel cells, but can store less energy overall."
100,firespray_chassis_token,"KSE Firespray

The Firespray-class patrol and attack ship has been recently re-introduced to the market by Kuat Systems Engineering. Although the original design was generated a number of years earlier, the prototype vessels built at that time were all lost in the hangar where they were being stored during an unfortunate prison escape incident. A sole ship survived the catastrophe and the design has since attained some notoriety owing to the escapades of its pilot. Rather than building to contract, KSE had generated the Firespray design as a project to shop around and had fronted all the cash for the prototypes, confident that once people had seen their performance purchase orders would come rolling in. Instead, the loss of the prototypes put the company in financial dire straights with nothing concrete to show for the Firespray project, and no way to generate interest in the product through demonstrations. Having already drained accounts originally stocked by a huge initial financial outlay, KSE mothballed the project and everything that had been built so far, including reams of technical data and all of the specialized tools used to build the prototype vessels. KSE then went on to enhance their existing offerings and go on to carve an even larger niche for themselves in the market for post-sale ship upgrade kits."
101,fusion_reactor_mk1,Equipment Certification Level: 1

A Mark I fusion reactor.  This provides enough power to run a small starfighter.
102,fusion_reactor_mk2,Equipment Certification Level: 3

A Mark II fusion reactor.  This provides enough power to run a small starfighter.
103,fusion_reactor_mk3,Equipment Certification Level: 5

A Mark III fusion reactor.  This provides enough power to run a small starfighter.
104,fusion_reactor_mk4,Equipment Certification Level: 7

A Mark IV fusion reactor.  This provides enough power to run a small starfighter.
105,fusion_reactor_mk5,Equipment Certification Level: 9

A Mark V fusion reactor.  This provides enough power to run a small starfighter.
106,heavy_battery_mk1,"This is a component used in the manufacture of starfighter capacitors. A heavy battery increases the maximum energy storage of a capacitor, but also increases the energy maintenance.  "
107,heavy_battery_mk2,"This is a component used in the manufacture of starfighter capacitors. A heavy battery increases the maximum energy storage of a capacitor, but also increases the energy maintenance.  "
108,heavy_battery_mk3,"This is a component used in the manufacture of starfighter capacitors. A heavy battery increases the maximum energy storage of a capacitor, but also increases the energy maintenance.  "
109,heavy_battery_mk4,"This is a component used in the manufacture of starfighter capacitors. A heavy battery increases the maximum energy storage of a capacitor, but also increases the energy maintenance.  "
110,heavy_battery_mk5,"This is a component used in the manufacture of starfighter capacitors. A heavy battery increases the maximum energy storage of a capacitor, but also increases the energy maintenance.  "
111,heavy_deflector_shields,Equipment Certification Level: 5

A Mark V deflector shield generator.  Shield generators provide a first line of defense against incoming energy weapons.
112,heavy_fuel_cell_mk1,"This is a component used in the manufacture of starfighter boosters.  A heavy fuel cell increases the energy a booster can store, but also increases the consumption rate."
113,heavy_fuel_cell_mk2,"This is a component used in the manufacture of starfighter boosters.  A heavy fuel cell increases the energy a booster can store, but also increases the consumption rate."
114,heavy_fuel_cell_mk3,"This is a component used in the manufacture of starfighter boosters.  A heavy fuel cell increases the energy a booster can store, but also increases the consumption rate."
115,heavy_fuel_cell_mk4,"This is a component used in the manufacture of starfighter boosters.  A heavy fuel cell increases the energy a booster can store, but also increases the consumption rate."
116,heavy_fuel_cell_mk5,"This is a component used in the manufacture of starfighter boosters.  A heavy fuel cell increases the energy a booster can store, but also increases the consumption rate."
117,hutt_heavy_chassis_token,"MandalorMotors M12-L multi-role starfighter
The Hutt crime organization, having set their sites on uncontested domination of the Galaxy's space smuggling and pilot / mercenary economies, returned to MandalorMotors for yet another custom starship. The M12-L is a long-range multi-role starfighter with exceptional weapons capabilities and superb defensive systems. The numerous gun emplacements available aboard the M12 ""Kimogila"" allow it to serve as a heavy fighter, while its generous torpedo capabilities allow it to play the role of a 'bomber' in special circumstances. Due to its flexibility, this starfighter is beginning to enjoy a high degree of popularity among the free mercenaries in Dathomir and Endor."
118,hutt_lgt_body,A body segment for a Scyk M3-A fighter.  Multiple wing types can be attached to this style of body.
119,hutt_lgt_wing_s01,A wing variant for the Scyk M3-A fighter.
120,hutt_lgt_wing_s02,A wing variant for the Scyk M3-A fighter.
121,hutt_light_chassis_token,"MandalorMotors M3-A interceptor
This lightly-armored interceptor was the first of a custom starfighter series commissioned by the Hutt crime organization (although no hard evidence remains to support this).  Rumors also indicate that MandalorMotors has reaped significant financial benefits from playing both sides of the Galactic Civil War. Even in the face of tremendous personal risk, the executives of MandalorMotors have opted to provide custom products to both the Empire and the Rebel Alliance, while supporting a gray-market of parts and accessories to private space pilots and the discerning smuggler. The M3-A ""Scyk"" is a very accurate, nimble fighter that functions especially well for base defense and capital ship escort duties. It's limited loadout makes it a reasonable choice for short-range strikes en masse, but it's obvious lack of armor make it unattractive for assaults on heavily armored targets."
122,hutt_medium_chassis_token,"MandalorMotors G1-M4-C starfighter
As Outer Rim merchants forged relationships with high-end starship armor and shield system suppliers, the Hutt crime organization had to change their tactics. To continue unfettered piracy of the remote regions, (and to maintain profit margins) the Hutts commissioned a second ship from MandalorMotors; a more capable, more heavily armored starship with significantly increased firepower over the ""Scyk,"" but without sacrificing too much of the maneuverability upon which Hutt pilots had grown to rely. The result is the G1-M4-C ""Dunelizard"" starfighter: a lean, muscular space craft with impressive agility, and a generous weapons loadout. "
123,hutt_turret_ship_chassis_token,"MandalorMotors M22-T heavy assault starfighter
The Hutt crime faction's space piracy operations have met with a considerable amount of success of late. This is due in no small part to the Empire splitting its attention between piracy suppression and the growing Alliance threat. Sensing an opportunity and spurred on by his pirate fleet's recent accomplishments, Jabba has seen fit to commit more of his resources to the development of larger and more powerful craft. Thus, Jabba commissioned the development of the M22-T Krayt, a turreted heavy fighter designed with the goal of creating a more powerful craft that will hopefully allow fewer pilots to do the work of many. The way Jabba sees it, if he has fewer people flying for him, he doesn't have to split the proceeds from his piracy operation with as many people.
	The M22-T Krayt is built in the same format seen in most in heavy star fighters, with flight crew being limited to workstations accessed from outside the craft. All other interior space is service-access only and can not be accessed during flight. Increases in chassis space have all been allocated to combat equipment such as the turret and its support systems. Regardless of whether the new design serves Jabba's needs, most independent operators are considering the possibility of operating a 2-person ship, something that prior to the M22-T had only been the purview of the military.
"
124,hvy_durasteel_plating,Equipment Certification Level: 5

A Mark III durasteel alloy that provides quality protection for small starfighters.
125,hyperdrive_class1,"A class 1 hyperdrive unit.   One of the fastest classes of hyperdrive commercially available.  Faster speeds can be achieved, but only through extensive modification."
126,hyperdrive_class2,A class 2 hyperdrive.  This is a fairly standard hyperdrive equipped on many production model starfighters.  
127,hyperdrive_class3,"A class 3 hyperdrive.  A comparatively slow hyperdrive to the class 1 and 2 models, but still good for fast travel between systems."
128,lgt_durasteel_plating,Equipment Certification Level: 1

A Mark I durasteel alloy that provides adequate protection for small starfighters.
129,light_deflector_shields,Equipment Certification Level: 1

A Mark I deflector shield generator.  Shield generators provide a first line of defense against incoming energy weapons.
130,maintenance_reduction_kit_mk1,"This is a component used in the manufacture of starfighter droid interfaces.  This upgrade will bring the energy maintenance of the interface down, but will also negatively impact the droid command speed."
131,maintenance_reduction_kit_mk2,"This is a component used in the manufacture of starfighter droid interfaces.  This upgrade will bring the energy maintenance of the interface down, but will also negatively impact the droid command speed."
132,maintenance_reduction_kit_mk3,"This is a component used in the manufacture of starfighter droid interfaces.  This upgrade will bring the energy maintenance of the interface down, but will also negatively impact the droid command speed."
133,maintenance_reduction_kit_mk4,"This is a component used in the manufacture of starfighter droid interfaces.  This upgrade will bring the energy maintenance of the interface down, but will also negatively impact the droid command speed."
134,maintenance_reduction_kit_mk5,"This is a component used in the manufacture of starfighter droid interfaces.  This upgrade will bring the energy maintenance of the interface down, but will also negatively impact the droid command speed."
135,mass_reduction_kit_mk1,"This is a component used in the manufacture of starfighter armor.  This kit will reduce the weight of the armor, but will negatively affect the strength of the armor."
136,mass_reduction_kit_mk2,"This is a component used in the manufacture of starfighter armor.  This kit will reduce the weight of the armor, but will negatively affect the strength of the armor."
137,mass_reduction_kit_mk3,"This is a component used in the manufacture of starfighter armor.  This kit will reduce the weight of the armor, but will negatively affect the strength of the armor."
138,mass_reduction_kit_mk4,"This is a component used in the manufacture of starfighter armor.  This kit will reduce the weight of the armor, but will negatively affect the strength of the armor."
139,mass_reduction_kit_mk5,"This is a component used in the manufacture of starfighter armor.  This kit will reduce the weight of the armor, but will negatively affect the strength of the armor."
140,max_damage_intensifier_mk1,"This is a component used in the manufacture of starfighter weapons.  It increases the maximum damage potential of a weapon, but decreases the minimum damage."
141,max_damage_intensifier_mk2,"This is a component used in the manufacture of starfighter weapons.  It increases the maximum damage potential of a weapon, but decreases the minimum damage."
142,max_damage_intensifier_mk3,"This is a component used in the manufacture of starfighter weapons.  It increases the maximum damage potential of a weapon, but decreases the minimum damage."
143,max_damage_intensifier_mk4,"This is a component used in the manufacture of starfighter weapons.  It increases the maximum damage potential of a weapon, but decreases the minimum damage."
144,max_damage_intensifier_mk5,"This is a component used in the manufacture of starfighter weapons.  It increases the maximum damage potential of a weapon, but decreases the minimum damage."
145,min_damage_intensifier_mk1,"This is a component used in the manufacture of starfighter weapons.  It increases the minimum damage potential of a weapon, but decreases the maximum damage."
146,min_damage_intensifier_mk2,"This is a component used in the manufacture of starfighter weapons.  It increases the minimum damage potential of a weapon, but decreases the maximum damage."
147,min_damage_intensifier_mk3,"This is a component used in the manufacture of starfighter weapons.  It increases the minimum damage potential of a weapon, but decreases the maximum damage."
148,min_damage_intensifier_mk4,"This is a component used in the manufacture of starfighter weapons.  It increases the minimum damage potential of a weapon, but decreases the maximum damage."
149,min_damage_intensifier_mk5,"This is a component used in the manufacture of starfighter weapons.  It increases the minimum damage potential of a weapon, but decreases the maximum damage."
150,primary_fuel_tank,A primary fuel source for a starship booster system.
151,quick_recharge_battery_mk1,"This is a component used in the manufacture of starfighter capacitors.  This battery recharges faster than most, but can store less energy overall."
152,quick_recharge_battery_mk2,"This is a component used in the manufacture of starfighter capacitors.  This battery recharges faster than most, but can store less energy overall."
153,quick_recharge_battery_mk3,"This is a component used in the manufacture of starfighter capacitors.  This battery recharges faster than most, but can store less energy overall."
154,quick_recharge_battery_mk4,"This is a component used in the manufacture of starfighter capacitors.  This battery recharges faster than most, but can store less energy overall."
155,quick_recharge_battery_mk5,"This is a component used in the manufacture of starfighter capacitors.  This battery recharges faster than most, but can store less energy overall."
156,quick_shot_upgrade_mk1,"This is a component used in the manufacture of starfighter weapons.  It increases the firing rate of the weapon, but also increases the capacitor energy required per shot."
157,quick_shot_upgrade_mk2,"This is a component used in the manufacture of starfighter weapons.  It increases the firing rate of the weapon, but also increases the capacitor energy required per shot."
158,quick_shot_upgrade_mk3,"This is a component used in the manufacture of starfighter weapons.  It increases the firing rate of the weapon, but also increases the capacitor energy required per shot."
159,quick_shot_upgrade_mk4,"This is a component used in the manufacture of starfighter weapons.  It increases the firing rate of the weapon, but also increases the capacitor energy required per shot."
160,quick_shot_upgrade_mk5,"This is a component used in the manufacture of starfighter weapons.  It increases the firing rate of the weapon, but also increases the capacitor energy required per shot."
161,reactor_limiter_mk1,"This is a component used in the manufacture of starfighter reactors.  The limiter lowers the mass of the reactor, but also lowers the amount of energy it can generate."
162,reactor_limiter_mk2,"This is a component used in the manufacture of starfighter reactors.  The limiter lowers the mass of the reactor, but also lowers the amount of energy it can generate."
163,reactor_limiter_mk3,"This is a component used in the manufacture of starfighter reactors.  The limiter lowers the mass of the reactor, but also lowers the amount of energy it can generate."
164,reactor_limiter_mk4,"This is a component used in the manufacture of starfighter reactors.  The limiter lowers the mass of the reactor, but also lowers the amount of energy it can generate."
165,reactor_limiter_mk5,"This is a component used in the manufacture of starfighter reactors.  The limiter lowers the mass of the reactor, but also lowers the amount of energy it can generate."
166,reactor_overcharger_mk1,"This is a component used in the manufacture of starfighter reactors.  An overcharger increases the amount of energy a reactor generates, but also increases the mass."
167,reactor_overcharger_mk2,"This is a component used in the manufacture of starfighter reactors.  An overcharger increases the amount of energy a reactor generates, but also increases the mass."
168,reactor_overcharger_mk3,"This is a component used in the manufacture of starfighter reactors.  An overcharger increases the amount of energy a reactor generates, but also increases the mass."
169,reactor_overcharger_mk4,"This is a component used in the manufacture of starfighter reactors.  An overcharger increases the amount of energy a reactor generates, but also increases the mass."
170,reactor_overcharger_mk5,"This is a component used in the manufacture of starfighter reactors.  An overcharger increases the amount of energy a reactor generates, but also increases the mass."
171,retrofit_kit,A retrofit kit is used in the reverse engineering process.  It contains parts necessary for breaking down and rebuilding used spaceship parts.
172,rev_deed,This is a disk containing a schematic for a spaceship component improved by the reverse engineering process.  Using this disk will give you the schematic.
173,secondary_fuel_tank,An alternate fuel source for a starship booster system.
174,shield_effectiveness_intensifier_mk1,"This is a component used in the manufacture of starfighter weapons.  It increases a weapon's effectiveness against shields, but decreases its effectiveness against armor plating."
